"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US06053","Monterey County, California","125428","949","59168","1037","78.4","0.6","59870","1180","2.8","0.3","55765","7912","0.8","0.1","41227","8774","6.7","0.3","69986","3786","0.4","0.1","99450","47309","8.3","0.4","50511","3651","2.6","0.3","61193","6812","41.5","0.6","47325","1231","47.1","0.6","73338","1865","4.2","0.4","32824","3647","36.3","0.5","56496","2051","38.8","0.6","71323","2625","20.8","0.4","49830","2588","90557","1142","63669","1504","51.3","0.9","52193","1669","48.7","0.9","77634","2498","72.6","1.1","76197","1709","18.1","0.9","35964","2023","9.3","0.7","42785","4782","34871","1002","39923","2041","55.2","1.5","35284","2372","45.2","1.7","31698","1645","9.9","1.2","61182","6649","44.8","1.5","45950","2921","32.5","1.5","38723","3068","12.3","1.2","67936","6150","26.7","(X)","(X)","(X)","26.3","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"0500000US06055","Napa County, California","49431","523","70443","1994","84.8","0.9","69517","2471","1.7","0.3","74140","15146","0.6","0.2","51708","76097","5.0","0.4","105052","11334","0.2","0.1","48566","29107","5.7","0.7","50265","3719","2.0","0.4","71595","20615","22.6","0.7","53143","4535","69.1","0.9","73870","2262","2.5","0.4","49058","9461","29.3","0.9","70584","3946","42.1","0.8","84980","5073","26.1","0.7","49519","2642","33934","691","79700","2772","44.9","1.6","73369","2206","55.1","1.6","87236","2858","76.9","1.5","93804","3409","15.4","1.1","47312","4586","7.7","1.0","56229","9135","15497","724","45014","2164","59.0","2.0","42479","2994","48.2","2.1","33925","2619","10.7","1.8","77446","11640","41.0","2.0","49858","5359","30.3","1.9","39217","3225","10.7","1.4","77347","16066","25.3","(X)","(X)","(X)","26.0","(X)","(X)","(X)","21.9","(X)","(X)","(X)",
"0500000US06057","Nevada County, California","40991","704","57353","2119","94.4","0.6","57785","2360","0.1","0.1","58026","41989","1.0","0.3","56827","6057","1.4","0.3","56318","23550","0.1","0.1","-","**","0.9","0.4","46083","9079","2.1","0.5","57244","13934","5.5","0.5","45932","12743","90.3","0.7","58338","2311","1.9","0.5","26489","4975","22.4","1.0","52305","5667","44.6","1.1","71981","3827","31.1","0.9","46397","2050","26204","613","70148","4508","34.1","1.8","68905","7576","65.9","1.8","70799","5088","80.1","1.9","80786","2860","13.5","1.5","33559","7116","6.5","1.1","43178","5019","14787","713","36050","2864","58.1","2.6","32692","2731","47.7","2.7","28782","3036","10.4","1.5","59924","18312","41.9","2.6","43118","4391","31.9","2.6","34121","3681","10.0","1.7","62639","10895","26.1","(X)","(X)","(X)","26.0","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"0500000US06059","Orange County, California","995512","2773","75422","509","69.5","0.2","79091","677","1.8","0.1","64658","3492","0.4","0.1","53645","6808","17.1","0.1","78265","1741","0.2","0.1","72574","18184","8.7","0.2","53047","1248","2.2","0.1","71263","2917","23.4","0.2","56566","735","55.7","0.2","85178","693","2.8","0.1","36079","1956","34.8","0.2","77455","974","41.3","0.2","91763","1001","21.0","0.1","50555","744","712753","3188","84765","649","46.8","0.3","80462","876","53.2","0.3","87927","909","75.8","0.3","100241","777","16.6","0.3","45774","1106","7.6","0.2","57784","1900","282759","2670","50039","720","54.6","0.6","41944","814","43.9","0.7","36124","753","10.6","0.4","71729","2515","45.4","0.6","59170","1232","32.2","0.6","51653","938","13.2","0.5","83475","3067","31.3","(X)","(X)","(X)","31.6","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"0500000US06061","Placer County, California","132709","780","72725","1421","88.1","0.4","72829","1604","1.1","0.2","90705","35875","0.6","0.1","69083","15824","5.2","0.2","89252","4040","0.1","0.1","76518","32526","2.4","0.3","45048","8175","2.4","0.3","59809","10111","9.5","0.3","52983","3026","81.7","0.4","73889","1728","2.6","0.3","35207","2255","30.2","0.5","83790","3100","41.3","0.5","87902","2821","26.0","0.4","47945","1750","94036","1126","87352","1929","44.2","0.9","93041","3026","55.8","0.9","82901","2129","81.2","0.9","98896","1981","13.8","0.8","43041","2862","5.0","0.5","55768","4750","38673","1263","39867","1407","56.8","1.7","34161","1759","47.4","1.9","30495","1480","9.4","0.9","61636","7764","43.2","1.7","49067","4392","32.0","1.5","42352","3166","11.2","1.2","72079","5103","25.1","(X)","(X)","(X)","24.0","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"0500000US06063","Plumas County, California","8997","404","45794","3583","93.5","1.5","46297","3781","0.8","0.6","10833","42084","2.2","1.3","33241","57922","0.5","0.5","11786","314962","0.7","0.6","-","**","0.7","0.5","32976","33058","1.7","0.7","53938","19663","5.8","1.0","34063","5678","88.7","1.7","47358","4056","2.1","1.2","10987","17609","21.6","1.8","40938","11371","44.9","2.3","56007","3227","31.4","1.9","33869","5670","5381","395","55183","5521","35.6","3.9","49074","15346","64.4","3.9","60790","6309","76.8","3.5","65125","6354","17.4","3.3","28679","4336","5.9","2.4","47753","20832","3616","350","30379","6278","56.1","3.9","28679","9667","45.5","4.4","23056","9209","10.6","3.2","55075","27435","43.9","3.9","31910","8863","38.6","4.7","30387","9504","5.3","2.1","57598","39054","24.0","(X)","(X)","(X)","28.5","(X)","(X)","(X)","16.8","(X)","(X)","(X)",
"0500000US06065","Riverside County, California","683144","2876","56529","574","72.5","0.2","58522","741","6.4","0.1","52743","2473","0.9","0.1","50293","5562","5.3","0.1","73231","3272","0.3","0.1","47103","21890","12.1","0.2","45396","1037","2.5","0.1","56539","3597","34.2","0.2","48486","723","52.0","0.2","62790","885","3.1","0.2","30429","1518","34.9","0.2","60551","961","39.2","0.3","67710","973","22.8","0.2","39952","680","504705","3188","63378","645","49.7","0.5","58557","1145","50.3","0.5","68151","914","73.4","0.5","74380","725","18.2","0.4","34791","1091","8.4","0.3","45186","1554","178439","2419","33799","856","52.3","0.7","28926","970","43.3","0.8","25092","837","9.1","0.5","53967","3126","47.7","0.7","40894","1035","34.7","0.7","33941","1361","12.9","0.6","62447","2879","32.7","(X)","(X)","(X)","33.2","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"0500000US06067","Sacramento County, California","517243","1737","55064","512","66.7","0.3","58629","751","10.2","0.2","38631","2340","0.9","0.1","43875","3987","12.2","0.2","61863","1797","0.8","0.1","50571","3574","5.4","0.2","42247","1720","3.9","0.2","47831","2409","16.3","0.2","43760","1199","57.3","0.3","61414","788","4.7","0.2","27910","1272","37.0","0.3","57871","1054","39.0","0.3","65555","982","19.4","0.2","42031","792","337868","2284","64154","822","49.3","0.5","57043","1538","50.7","0.5","69884","1060","68.1","0.6","79667","1100","22.9","0.5","35678","662","9.0","0.4","45498","1863","179375","2217","38709","617","55.7","0.7","36034","816","45.6","0.7","31894","700","10.1","0.5","56875","3212","44.3","0.7","41829","974","32.6","0.7","36654","1232","11.7","0.5","64146","3446","25.5","(X)","(X)","(X)","26.4","(X)","(X)","(X)","21.5","(X)","(X)","(X)",
"0500000US06069","San Benito County, California","16995","222","66237","3175","86.2","1.7","66178","3273","2.0","0.9","80100","24377","1.0","0.4","53750","31873","2.0","0.5","45962","25683","0.0","0.2","-","**","5.8","1.2","57443","17652","2.9","0.7","86442","22160","45.9","1.4","53890","2665","48.4","1.4","83426","6083","1.9","0.7","26361","23309","34.1","1.8","66316","6361","44.8","1.7","81526","8063","19.2","1.2","41500","5458","13458","410","71425","3244","50.8","2.2","67707","6858","49.2","2.2","76996","5387","76.0","2.2","84898","3169","17.4","2.0","40327","6300","6.6","1.2","41977","7223","3537","330","39089","7949","52.7","4.8","35893","11262","44.3","4.3","31370","4587","8.4","3.4","54135","15943","47.3","4.8","41136","15384","37.2","5.1","32077","7512","10.1","3.2","100075","35776","22.3","(X)","(X)","(X)","22.6","(X)","(X)","(X)","18.7","(X)","(X)","(X)",
"0500000US06071","San Bernardino County, California","603879","2255","54090","511","67.1","0.4","55785","672","9.2","0.2","43997","1861","1.0","0.1","42753","6502","6.3","0.1","73712","2079","0.2","0.1","54833","20593","13.2","0.3","46820","1117","2.9","0.1","54715","3084","39.1","0.3","49769","858","43.2","0.3","58936","1091","3.5","0.2","28304","1579","37.9","0.3","55774","766","41.2","0.3","64373","1080","17.4","0.2","36799","769","459664","2736","59294","667","51.1","0.5","53725","806","48.9","0.5","64911","944","68.9","0.6","72384","767","21.6","0.5","32074","810","9.6","0.4","44130","1428","144215","2297","32451","973","52.5","0.8","27019","813","44.1","0.9","24193","960","8.4","0.6","53274","3405","47.5","0.8","40066","1327","36.5","0.9","34992","1511","11.1","0.6","54360","2373","31.8","(X)","(X)","(X)","31.7","(X)","(X)","(X)","27.6","(X)","(X)","(X)",
"0500000US06073","San Diego County, California","1076483","3102","62962","410","76.7","0.2","63740","498","5.1","0.1","48359","1589","0.6","0.1","53573","5002","9.6","0.1","79426","2210","0.4","0.1","63285","12217","4.7","0.1","47000","1516","2.9","0.1","62595","3004","23.5","0.2","46907","610","59.2","0.2","70883","716","4.6","0.1","34452","1191","37.3","0.2","64993","734","38.3","0.2","76905","676","19.7","0.2","46515","750","714977","3922","73495","671","46.8","0.4","67544","996","53.2","0.4","78141","889","74.4","0.4","87371","710","18.2","0.3","38431","984","7.4","0.2","51849","1459","361506","3042","42810","703","51.3","0.5","36901","869","40.0","0.5","31461","570","11.2","0.4","64211","1642","48.7","0.5","49913","888","34.5","0.5","42115","886","14.2","0.4","73691","2510","27.4","(X)","(X)","(X)","27.1","(X)","(X)","(X)","25.8","(X)","(X)","(X)",
"0500000US06075","San Francisco County, California","345344","1739","75604","976","57.9","0.4","91246","1747","6.1","0.2","31050","1576","0.4","0.1","46326","17347","28.1","0.4","65724","1772","0.3","0.1","45585","5933","4.0","0.3","51027","2761","3.2","0.2","66659","8202","11.3","0.3","56408","2687","51.4","0.4","96582","1688","4.0","0.2","35279","3851","42.2","0.3","101626","1723","33.8","0.3","76490","1769","20.0","0.2","36565","1550","156742","1966","90116","1982","36.9","0.7","96213","3995","63.1","0.7","87381","2079","73.4","0.8","111320","2437","19.0","0.6","47652","2356","7.7","0.5","60469","3881","188602","1940","61447","1056","47.7","0.8","53528","1579","35.3","0.7","39347","1572","12.4","0.6","105271","3528","52.3","0.8","69621","2708","35.6","0.8","51093","1564","16.7","0.6","124867","3167","28.9","(X)","(X)","(X)","31.3","(X)","(X)","(X)","25.7","(X)","(X)","(X)",
"0500000US06077","San Joaquin County, California","215563","1105","53380","761","64.7","0.6","55979","1191","7.6","0.3","41875","1985","1.1","0.1","36264","4736","12.1","0.3","58933","3535","0.4","0.1","61331","19822","9.4","0.5","44737","3191","4.7","0.3","46325","4202","30.9","0.5","44294","1641","46.2","0.5","62686","1204","4.0","0.2","28811","2123","36.0","0.4","54742","1465","40.2","0.5","64558","1457","19.8","0.3","39974","1337","160476","1516","59900","1198","51.4","0.7","52709","1219","48.6","0.7","67422","1647","69.6","0.9","73530","1282","20.7","0.8","31803","884","9.6","0.6","41924","2466","55087","1258","32732","1262","53.7","1.4","28051","1736","44.7","1.3","24742","1319","9.0","1.0","50293","5610","46.3","1.4","38972","1936","34.4","1.1","33820","2341","11.9","1.0","58389","6351","29.8","(X)","(X)","(X)","30.2","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"0500000US06079","San Luis Obispo County, California","102154","1042","58697","1282","89.2","0.7","59730","1469","1.3","0.3","67500","13976","0.6","0.2","56938","21898","2.8","0.3","63750","7168","0.1","0.1","-","**","3.8","0.5","45417","5888","2.3","0.3","38413","10282","15.0","0.5","44780","2401","78.7","0.6","62490","1698","7.4","0.5","20078","4004","26.7","0.5","61374","3984","40.1","0.6","73513","2699","25.8","0.5","47996","1888","64756","1099","74885","2202","39.7","1.3","67250","3527","60.3","1.3","77803","2412","79.2","1.1","85593","2605","14.4","0.9","37981","4127","6.4","0.7","48351","9598","37398","1128","33956","1602","53.4","1.6","31093","1623","42.3","1.6","28927","2189","11.1","1.0","46551","9016","46.6","1.6","38813","2128","29.7","1.6","36446","3691","16.8","1.3","45756","7914","28.0","(X)","(X)","(X)","27.7","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"0500000US06081","San Mateo County, California","257941","1017","88202","1719","64.5","0.4","90701","1665","3.0","0.1","55219","5492","0.3","0.1","70096","21270","23.1","0.4","101080","3077","0.9","0.1","74063","8742","5.3","0.3","57347","5228","2.8","0.3","82900","5054","18.4","0.3","62157","2044","52.5","0.4","100793","1828","1.9","0.2","43635","4687","34.5","0.4","97487","2465","41.4","0.4","103623","2257","22.2","0.3","56578","1589","174540","1617","105844","1421","45.3","0.7","113900","2260","54.7","0.7","99849","2065","78.0","0.7","122650","1913","15.1","0.5","57176","2688","6.8","0.5","70607","4179","83401","1611","56414","1600","54.7","1.1","52860","1736","44.2","1.0","45472","2258","10.5","0.7","87798","8793","45.3","1.1","61724","2911","34.4","1.0","52569","1824","10.9","0.8","101173","6187","27.3","(X)","(X)","(X)","27.9","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"0500000US06083","Santa Barbara County, California","141720","898","62779","1294","80.5","0.6","65669","1343","1.9","0.2","47283","10510","1.1","0.2","36114","7373","4.4","0.2","68095","6298","0.1","0.1","44299","15485","9.7","0.6","47747","2930","2.3","0.2","50580","6074","30.9","0.5","47986","2307","61.1","0.5","72559","1806","6.6","0.4","30691","1944","31.6","0.5","64267","2537","37.7","0.5","79447","2807","24.0","0.4","50408","1386","92720","1094","72602","1734","46.6","1.0","62960","2531","53.4","1.0","82711","2453","74.4","1.0","87269","1907","17.7","0.9","39423","2225","7.9","0.6","48169","4175","49000","1235","40117","1474","54.0","1.4","34625","2059","41.6","1.5","30534","1637","12.4","1.0","60791","5612","46.0","1.4","46505","1927","30.3","1.4","37229","3447","15.7","1.1","67309","5199","31.6","(X)","(X)","(X)","31.4","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US06085","Santa Clara County, California","609377","1691","91702","705","56.3","0.3","90607","875","2.7","0.1","60043","5199","0.5","0.1","56429","6156","30.4","0.2","110405","1670","0.3","0.1","87833","15439","6.9","0.2","54406","2243","2.8","0.1","78060","4391","19.5","0.2","57617","1278","45.0","0.3","100881","1261","2.6","0.1","40017","3515","39.1","0.2","102653","1324","39.8","0.2","106103","1380","18.6","0.2","52756","1041","435873","2510","103983","1074","49.7","0.4","109646","1623","50.3","0.4","98757","1447","78.0","0.5","121605","1307","14.7","0.3","49518","1299","7.3","0.3","66188","2725","173504","2180","58354","1624","50.2","0.8","47406","1316","40.4","0.7","40254","1578","9.7","0.5","88473","4633","49.8","0.8","71619","1674","35.9","0.7","60427","2904","14.0","0.6","104358","3426","26.7","(X)","(X)","(X)","27.2","(X)","(X)","(X)","22.6","(X)","(X)","(X)",
"0500000US06087","Santa Cruz County, California","93504","939","66519","1915","86.5","0.7","68767","1693","0.9","0.2","64350","31368","0.6","0.2","32500","24283","3.8","0.3","77887","8829","0.1","0.1","16131","25230","5.4","0.5","40153","7924","2.7","0.3","52702","5807","21.4","0.5","48731","2969","71.7","0.7","73592","2255","5.2","0.5","21493","4058","29.5","0.7","67246","3151","43.9","0.7","85720","2651","21.5","0.5","46008","2314","58406","1098","80899","1924","44.8","1.1","71806","3322","55.2","1.1","87065","2713","75.0","1.5","97283","3237","17.1","1.1","38144","2421","7.8","0.8","57529","7867","35098","1072","41197","2092","52.6","1.6","37899","3129","38.1","1.5","30907","3112","14.5","1.3","63622","5280","47.4","1.6","44159","2954","31.6","1.7","35866","3432","15.7","1.3","71174","8029","26.2","(X)","(X)","(X)","26.8","(X)","(X)","(X)","23.2","(X)","(X)","(X)",
"0500000US06089","Shasta County, California","68980","883","44651","1324","91.6","0.6","45060","1280","0.4","0.1","37943","2251","2.2","0.4","45591","12603","1.8","0.3","42045","8619","0.1","0.1","63456","23799","1.5","0.3","33945","5516","2.4","0.4","39315","8060","5.7","0.5","37025","3623","87.9","0.7","45401","1225","3.8","0.5","21515","2206","26.1","0.7","50559","1947","40.9","0.7","53166","3207","29.2","0.7","35094","1507","45221","806","54222","2078","38.4","1.2","49124","3771","61.6","1.2","57901","2443","74.4","1.4","65415","2038","18.3","1.4","26488","2559","7.3","0.7","38841","4186","23759","785","25762","1358","55.8","1.8","23512","1416","46.8","1.8","21472","1077","9.1","1.3","40471","5163","44.2","1.8","28407","2571","34.6","2.0","25553","1830","9.6","1.5","47150","8365","24.4","(X)","(X)","(X)","24.6","(X)","(X)","(X)","22.4","(X)","(X)","(X)",
"0500000US06091","Sierra County, California","1253","144","39009","7591","95.9","2.6","39052","7534","0.0","2.8","-","**","0.7","1.2","-","**","0.1","0.3","-","**","0.0","2.8","-","**","2.1","1.8","11912","28395","1.2","1.3","-","**","5.7","2.3","17132","40888","92.3","2.8","39353","7742","0.0","2.8","-","**","18.8","6.4","35156","27400","48.2","7.7","36875","12728","33.0","4.8","40455","11293","769","128","52454","15826","25.0","6.6","58750","33785","75.0","6.6","50917","14539","82.1","7.6","71394","19083","12.9","7.7","11875","17844","5.1","3.5","36953","17920","484","120","19583","8698","59.3","15.7","27656","16890","45.2","13.7","31607","17157","14.0","11.6","17197","29680","40.7","15.7","4648","6932","37.6","13.2","4063","7153","3.1","6.3","-","**","38.5","(X)","(X)","(X)","39.7","(X)","(X)","(X)","36.8","(X)","(X)","(X)",
"0500000US06093","Siskiyou County, California","19417","313","37709","1621","89.9","0.7","39658","1737","1.1","0.3","25179","13806","2.6","0.4","19453","1831","0.9","0.3","29167","15162","0.2","0.2","31193","11099","0.9","0.4","29800","20109","4.3","0.7","29630","9686","6.7","0.7","32073","5638","85.2","0.8","39834","1772","4.0","0.8","16830","3755","22.7","1.0","42591","2798","43.0","1.2","43440","1631","30.2","0.8","31218","2561","12192","394","47183","2998","35.2","1.7","41496","2774","64.8","1.7","51371","2823","76.8","2.2","54992","2027","15.3","1.6","22488","2261","7.8","1.5","29625","9058","7225","416","21963","1214","53.1","2.9","21419","1704","45.9","2.5","19664","1733","7.2","1.8","44113","11023","46.9","2.9","22651","2220","36.7","2.7","20381","1938","10.2","2.2","49074","8632","26.9","(X)","(X)","(X)","28.2","(X)","(X)","(X)","22.9","(X)","(X)","(X)",
"0500000US06095","Solano County, California","141464","1069","67177","1361","60.6","0.6","70071","1828","14.9","0.4","51935","2766","0.6","0.1","49271","14619","12.5","0.4","85156","5249","0.8","0.1","72083","14769","6.3","0.5","56917","5257","4.3","0.3","59825","6382","17.5","0.5","56440","3765","50.7","0.5","72824","1506","3.5","0.4","32357","4318","32.8","0.5","67874","3216","43.4","0.6","80137","1589","20.3","0.4","50526","1911","100840","1262","76932","1242","45.6","0.9","67403","3294","54.4","0.9","83280","1787","71.2","1.0","91317","1840","21.1","0.9","40936","1755","7.7","0.6","52820","3729","40624","1052","42044","1536","55.2","1.4","36916","2080","46.2","1.5","32532","1559","9.1","1.1","70266","8051","44.8","1.4","49403","3365","32.6","1.4","43666","2537","12.1","1.1","67060","6069","28.0","(X)","(X)","(X)","27.8","(X)","(X)","(X)","25.4","(X)","(X)","(X)",
"0500000US06097","Sonoma County, California","185660","1048","63356","1036","86.4","0.5","64665","989","1.1","0.1","66347","4962","0.9","0.1","47792","6309","3.4","0.2","73543","7414","0.2","0.1","80093","17834","5.7","0.4","46835","4180","2.2","0.2","51974","4643","15.9","0.4","49741","2102","77.3","0.4","66964","1098","3.2","0.3","36211","4023","29.2","0.4","64573","2422","43.2","0.4","76534","1649","24.3","0.3","47675","1652","117130","1252","75896","1446","43.9","0.8","68704","2291","56.1","0.8","81259","1915","75.0","0.8","89640","1749","16.4","0.6","43173","2309","8.6","0.6","52963","2758","68530","1458","41440","1261","56.8","1.2","37288","1814","46.0","1.2","31478","1676","10.8","0.9","66458","4918","43.2","1.2","46325","2127","29.4","1.0","38068","1938","13.8","1.0","69768","3652","26.2","(X)","(X)","(X)","26.2","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"0500000US06099","Stanislaus County, California","166883","922","49297","890","80.3","0.6","50990","966","2.9","0.2","33398","8052","0.9","0.1","36099","5689","4.6","0.3","59043","6201","0.7","0.1","39990","12153","7.6","0.4","38926","1778","3.1","0.3","49268","7537","32.3","0.5","40687","1015","57.2","0.5","55832","1226","4.3","0.4","29405","2577","36.4","0.5","50618","1325","39.3","0.5","60835","1897","20.0","0.4","36640","1341","124157","1461","55432","1081","50.3","0.7","48974","1612","49.7","0.7","62201","1459","69.9","0.9","68065","1390","20.9","0.7","28351","1692","9.2","0.6","39636","2628","42726","1147","29376","1335","53.1","1.5","25307","1423","43.7","1.6","22553","1549","9.3","1.0","40543","6477","46.9","1.5","35409","1812","35.7","1.4","31239","2351","11.2","1.3","50915","7685","31.4","(X)","(X)","(X)","31.2","(X)","(X)","(X)","28.0","(X)","(X)","(X)",
"0500000US06101","Sutter County, California","31725","348","50408","1606","75.2","1.2","52660","1822","1.7","0.3","56938","17557","1.5","0.4","43214","18164","10.4","0.7","45328","5086","0.4","0.2","27961","24565","7.2","0.9","38773","5227","3.5","0.7","39095","15219","21.7","0.8","38623","4106","62.3","1.0","57804","2552","4.9","0.7","28136","7255","34.5","1.0","52046","2947","38.0","1.0","61689","3059","22.6","0.7","38315","3906","23276","509","57129","2663","49.7","1.5","51362","3373","50.3","1.5","61458","2806","73.4","2.1","68090","4119","18.2","1.9","27968","3637","8.5","1.4","34500","6872","8449","471","30034","2056","52.3","3.3","24636","3238","45.2","3.1","21392","1752","7.1","1.9","55568","4771","47.7","3.3","33681","2931","35.8","3.0","31195","4027","11.9","2.2","41429","11526","26.4","(X)","(X)","(X)","26.8","(X)","(X)","(X)","21.5","(X)","(X)","(X)",
"0500000US06103","Tehama County, California","23374","449","41924","2013","90.4","1.2","42125","2050","0.0","0.1","-","**","2.4","0.6","25735","17180","0.9","0.3","43797","19011","0.1","0.1","93281","80400","3.3","0.8","39965","9710","2.9","0.8","39583","14679","15.8","1.0","42150","5360","79.0","1.3","42356","2087","3.4","0.8","27969","12737","28.2","1.3","45414","2391","40.4","1.3","49725","3601","27.9","1.1","33371","2132","16089","460","49018","2564","42.2","2.2","44949","3034","57.8","2.2","52087","2771","75.0","2.4","56727","2339","18.5","2.3","25239","5296","6.5","1.2","43424","5514","7285","423","25979","2701","53.0","3.4","22438","1896","44.2","3.4","20451","2558","8.8","2.3","37981","10324","47.0","3.4","31082","2034","36.6","3.1","27861","4175","10.4","2.6","41250","9284","29.9","(X)","(X)","(X)","30.9","(X)","(X)","(X)","24.2","(X)","(X)","(X)",
"0500000US06105","Trinity County, California","5668","254","36890","4322","90.8","2.0","37106","4397","0.3","0.4","-","**","1.8","1.0","19886","5538","1.0","0.6","93148","86146","0.1","0.2","-","**","0.7","0.5","46875","35857","5.2","1.7","31314","11851","4.5","1.4","47258","17538","87.6","2.1","36659","3992","0.9","0.6","18750","7717","21.2","2.7","55189","36706","44.7","2.9","40577","7289","33.2","2.4","33012","3573","3390","332","47349","4916","31.2","4.1","40972","21778","68.8","4.1","48199","5594","75.7","4.6","54471","6447","12.4","3.3","27896","11829","12.0","3.9","28500","16088","2278","228","23159","4118","50.4","6.1","25750","8342","42.1","6.6","23387","5775","8.3","3.4","48357","21156","49.6","6.1","20000","4254","36.8","6.0","17712","1960","12.8","4.4","59167","35614","23.2","(X)","(X)","(X)","26.4","(X)","(X)","(X)","17.0","(X)","(X)","(X)",
"0500000US06107","Tulare County, California","131642","692","42708","896","83.2","0.6","43438","1034","1.7","0.2","31478","6979","1.2","0.2","35994","4476","3.1","0.2","55646","6242","0.1","0.1","42404","72780","8.1","0.5","35389","2118","2.5","0.3","42194","7089","49.5","0.6","35617","1092","43.7","0.5","53490","1760","4.4","0.4","24173","1961","39.2","0.6","43943","1683","37.8","0.6","51012","1672","18.6","0.4","34127","1214","103015","1204","45500","967","54.9","0.9","38135","1636","45.1","0.9","54929","1549","68.6","0.9","56713","1209","20.8","0.6","24793","1228","10.6","0.7","32649","2088","28627","1136","27947","1610","51.6","1.9","22685","2355","44.0","1.7","21218","1493","7.6","1.1","41031","6997","48.4","1.9","33640","2680","37.1","1.9","28048","2825","11.3","1.3","48265","4576","37.6","(X)","(X)","(X)","37.3","(X)","(X)","(X)","33.6","(X)","(X)","(X)",
"0500000US06109","Tuolumne County, California","22025","628","48426","1886","93.8","0.9","48971","2022","0.9","0.5","26750","10234","1.6","0.4","42552","12690","0.7","0.2","56989","14253","0.2","0.2","52692","154391","0.9","0.3","60526","37636","1.8","0.7","37917","28402","7.0","0.9","49250","10316","88.6","1.1","48796","2077","3.4","1.0","22808","3546","21.1","1.3","53595","3013","42.4","1.3","56122","5925","33.1","1.4","40844","4040","14834","643","59152","2378","31.4","2.2","57773","5875","68.6","2.2","60808","5682","77.6","2.3","68703","3450","16.0","1.8","31055","6236","6.3","1.8","21778","2228","7191","544","28080","2966","51.8","3.9","25232","4353","44.9","3.5","21716","3223","6.9","2.4","52661","9280","48.2","3.9","32036","5125","40.2","4.3","28963","5690","8.0","2.4","42857","5433","28.6","(X)","(X)","(X)","29.1","(X)","(X)","(X)","24.8","(X)","(X)","(X)",
