"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US17017","Cass County, Illinois","5200","112","47434","3013","93.3","1.4","49527","3741","2.3","0.7","35515","7193","0.1","0.2","-","**","0.0","0.5","-","**","0.2","0.2","-","**","3.2","1.1","45114","16876","0.8","0.5","21310","760","12.2","1.5","36659","6408","84.9","1.5","51935","3221","4.6","1.5","25313","8262","30.6","2.2","51208","7922","38.2","1.8","58198","5468","26.6","1.6","36944","3818","3442","158","58308","2511","43.8","2.4","51192","3877","56.2","2.4","61791","3099","74.2","3.0","67512","2824","17.0","2.4","27575","4352","8.8","2.4","45603","13211","1758","168","27357","3783","49.4","5.2","22955","3744","42.7","5.0","20531","2756","6.7","2.3","39125","13405","50.6","5.2","31648","3940","43.9","4.7","30810","3344","6.8","3.3","51625","19911","32.7","(X)","(X)","(X)","32.3","(X)","(X)","(X)","32.6","(X)","(X)","(X)",
"0500000US17019","Champaign County, Illinois","79912","745","46495","1077","77.0","0.6","52629","1623","11.7","0.5","25921","3205","0.3","0.1","47560","36174","8.5","0.4","24601","2468","0.1","0.1","-","**","0.8","0.2","45714","18180","1.8","0.3","33902","8757","3.8","0.3","36684","9408","74.2","0.6","53563","1978","14.3","0.7","10381","1328","36.1","0.6","51124","1954","31.7","0.6","65707","2931","17.9","0.4","45669","2410","42424","796","70498","1525","43.7","1.2","64517","3757","56.3","1.2","73778","2162","74.8","1.3","85771","2584","19.2","1.2","28894","3222","5.9","0.8","41174","8059","37488","915","25947","961","48.6","1.3","25267","1434","37.0","1.5","25768","1592","11.6","1.1","22154","3681","51.4","1.3","26664","1610","35.5","1.4","25634","1762","15.9","1.1","31111","2916","27.4","(X)","(X)","(X)","25.5","(X)","(X)","(X)","28.9","(X)","(X)","(X)",
"0500000US17021","Christian County, Illinois","14013","357","45334","2860","98.6","0.9","45615","3065","0.2","0.4","15536","2092","0.1","0.1","-","**","0.0","0.2","-","**","0.0","0.2","-","**","0.2","0.2","-","**","0.9","0.6","(X)","(X)","0.7","0.3","65586","37151","98.1","0.9","45445","3070","4.2","1.1","25213","13099","27.5","1.2","54924","4920","38.5","1.2","51724","1972","29.8","1.1","33849","3233","9032","394","56586","1935","37.0","2.0","58042","3896","63.0","2.0","55861","2501","74.3","2.6","67115","2747","16.4","2.1","27958","2305","9.3","1.8","37500","11713","4981","351","26457","1525","52.4","3.1","21689","2375","43.7","3.0","20235","2229","8.7","2.6","40357","13813","47.6","3.1","31446","2996","40.9","3.5","28125","3977","6.7","2.1","51607","19986","30.0","(X)","(X)","(X)","30.9","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"0500000US17023","Clark County, Illinois","6647","193","50517","2304","99.2","0.5","50382","2418","0.0","0.1","-","**","0.1","0.2","-","**","0.3","0.3","(X)","(X)","0.1","0.2","-","**","0.0","0.4","-","**","0.2","0.3","(X)","(X)","0.3","0.4","2,500-","***","99.0","0.6","50422","2406","4.1","1.0","30278","7492","28.1","1.6","54799","5110","39.6","1.6","59792","3882","28.2","1.6","35689","3282","4596","193","56855","2954","41.1","2.6","50839","4194","58.9","2.6","62545","5581","78.3","2.9","67147","4468","15.8","2.8","23750","5229","5.9","1.7","41458","12240","2051","194","27718","5150","53.6","4.3","(X)","(X)","45.7","4.9","(X)","(X)","7.9","3.6","(X)","(X)","46.4","4.3","(X)","(X)","37.1","5.1","(X)","(X)","9.3","3.8","(X)","(X)","35.6","(X)","(X)","(X)","33.9","(X)","(X)","(X)","37.5","(X)","(X)","(X)",
"0500000US17025","Clay County, Illinois","5525","184","44209","2123","99.2","0.4","44224","2136","0.0","0.5","-","**","0.1","0.1","37917","12094","0.1","0.1","-","**","0.0","0.5","-","**","0.0","0.5","-","**","0.6","0.4","(X)","(X)","0.2","0.2","56094","990","99.0","0.5","44189","2124","4.7","1.3","28281","12784","30.2","2.0","47273","5515","36.7","2.1","54981","4654","28.4","1.7","34306","4574","3876","171","53631","3598","37.6","3.7","42925","8556","62.4","3.7","58571","6211","77.8","3.7","61146","3462","15.5","3.0","23365","5444","6.8","2.3","46842","24480","1649","174","22198","6728","58.5","6.1","(X)","(X)","55.4","6.4","(X)","(X)","3.0","2.4","(X)","(X)","41.5","6.1","(X)","(X)","36.7","5.7","(X)","(X)","4.9","2.4","(X)","(X)","40.3","(X)","(X)","(X)","39.5","(X)","(X)","(X)","40.8","(X)","(X)","(X)",
"0500000US17027","Clinton County, Illinois","13866","304","63236","2172","97.1","0.7","64114","2487","1.0","0.6","(X)","(X)","0.2","0.3","9150","6325","0.5","0.3","(X)","(X)","0.0","0.2","-","**","0.3","0.2","(X)","(X)","0.8","0.4","19333","18567","1.4","0.4","75184","37884","96.0","0.7","64020","2424","2.6","0.9","34423","12788","29.1","1.3","74402","5845","40.0","1.2","76655","2940","28.2","1.1","38291","3538","9542","307","78929","5060","42.4","2.2","83121","2937","57.6","2.2","75459","3526","83.0","2.1","85759","2492","11.2","1.6","38083","5561","5.8","1.4","51486","6648","4324","297","31286","1393","59.6","3.2","(X)","(X)","52.9","3.2","(X)","(X)","6.6","2.0","(X)","(X)","40.4","3.2","(X)","(X)","31.6","3.6","(X)","(X)","8.8","2.5","(X)","(X)","31.4","(X)","(X)","(X)","30.8","(X)","(X)","(X)","31.3","(X)","(X)","(X)",
"0500000US17029","Coles County, Illinois","21063","387","39588","2470","94.8","0.7","40775","1938","2.8","0.5","15673","3083","0.2","0.1","(X)","(X)","0.8","0.3","(X)","(X)","0.1","0.1","-","**","0.3","0.2","35769","9427","1.2","0.4","27361","8140","1.3","0.4","(X)","(X)","93.9","0.8","40931","1912","13.7","1.3","14795","2094","27.9","1.1","45336","6348","34.5","1.1","51783","2757","23.8","0.8","36885","3190","12296","350","55693","2503","41.8","1.9","44640","7536","58.2","1.9","60828","3275","74.0","2.3","67705","3605","19.3","2.0","22763","2729","6.7","1.3","30451","8756","8767","407","22947","1649","53.8","2.8","22761","1549","42.8","2.9","22694","1504","11.1","2.1","23750","8385","46.2","2.8","23487","4032","33.7","3.2","23399","5895","12.5","2.5","23711","7129","24.6","(X)","(X)","(X)","23.3","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"0500000US17031","Cook County, Illinois","1942959","4859","55251","327","61.4","0.1","65946","437","23.8","0.1","34289","551","0.3","0.1","42309","5766","6.2","0.1","70485","1691","0.0","0.1","57135","25326","6.8","0.1","43667","990","1.5","0.1","51685","2597","17.4","0.1","45366","568","51.3","0.1","71117","443","3.1","0.1","26614","720","37.6","0.1","61281","459","37.9","0.1","65276","532","21.4","0.1","36330","373","1184857","4944","67324","492","44.7","0.3","61035","742","55.3","0.3","71939","510","67.2","0.3","86707","608","24.6","0.3","34364","560","8.1","0.2","46916","1204","758102","3626","37847","534","54.3","0.4","33414","675","46.6","0.4","29772","603","7.7","0.2","68366","2448","45.7","0.4","43191","790","36.1","0.4","37283","595","9.6","0.2","75823","2156","33.9","(X)","(X)","(X)","36.6","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"0500000US17033","Crawford County, Illinois","7620","207","47468","2993","98.2","0.6","47670","3051","0.3","0.3","101346","9550","0.1","0.1","2,500-","***","0.3","0.3","81181","1997","0.0","0.1","-","**","0.0","0.4","-","**","1.2","0.5","27188","10184","0.7","0.2","14655","11559","97.5","0.6","48098","3136","3.0","0.9","27721","9809","27.6","1.4","59271","6965","40.1","1.4","58480","5736","29.3","1.4","36792","3080","5047","200","65613","6788","38.3","2.1","69031","9190","61.7","2.1","63032","5744","81.3","2.7","72472","3405","10.9","2.0","29634","6252","7.8","2.0","34015","10318","2573","220","25592","2310","55.8","3.9","(X)","(X)","50.7","4.4","(X)","(X)","5.1","2.1","(X)","(X)","44.2","3.9","(X)","(X)","38.0","3.8","(X)","(X)","6.2","2.1","(X)","(X)","31.5","(X)","(X)","(X)","32.0","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"0500000US17035","Cumberland County, Illinois","4310","134","46061","3690","98.4","0.8","46414","3711","0.0","0.6","-","**","0.4","0.3","-","**","0.7","0.8","2,500-","***","0.0","0.6","-","**","0.0","0.6","-","**","0.5","0.6","-","**","1.1","0.7","26250","17710","97.3","0.7","46995","3553","3.0","1.0","(X)","(X)","27.9","1.8","(X)","(X)","40.5","1.8","(X)","(X)","28.5","1.5","(X)","(X)","2943","146","59077","3816","40.8","2.5","59712","10380","59.2","2.5","58810","3876","80.7","3.4","68160","4133","13.9","3.2","17000","4454","5.5","2.0","27232","6573","1367","134","27013","2372","47.8","4.8","24773","3566","45.9","5.1","23788","3845","1.9","1.3","61667","6337","52.2","4.8","30787","6111","45.1","4.8","29000","6522","7.1","2.9","41250","13858","32.8","(X)","(X)","(X)","32.5","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0500000US17037","DeKalb County, Illinois","37269","546","54101","2012","88.0","1.0","57900","1563","6.0","0.8","21072","2894","0.2","0.2","(X)","(X)","1.9","0.5","38824","28819","0.0","0.1","-","**","2.9","0.6","35086","9469","1.0","0.4","24221","6479","6.3","0.6","41786","8220","85.1","1.1","58047","1535","11.1","1.2","14604","3615","35.3","1.0","57841","2991","35.1","0.9","69293","3745","18.4","0.7","45890","4311","22659","648","70256","2737","47.0","1.6","60917","2644","53.0","1.6","76489","2863","74.2","2.0","82475","3276","18.9","1.9","28143","4005","6.9","1.1","50625","3474","14610","609","29604","2058","49.8","2.8","23284","2191","37.6","2.6","19244","1484","12.2","2.3","35500","5292","50.2","2.8","35949","2850","33.9","2.5","31630","2990","16.3","2.0","48073","12071","25.9","(X)","(X)","(X)","25.2","(X)","(X)","(X)","25.1","(X)","(X)","(X)",
"0500000US17039","De Witt County, Illinois","6840","168","53959","2647","97.1","0.5","54467","2926","0.0","0.4","-","**","0.1","0.2","107917","37548","0.0","0.1","-","**","0.1","0.2","-","**","0.8","0.4","31339","1243","1.9","0.5","24821","12292","1.6","0.4","31466","13172","96.3","0.6","54830","3143","3.8","1.3","24038","16899","28.9","1.5","65096","9731","40.8","1.7","62849","4874","26.4","1.6","40854","3661","4481","198","67748","2602","42.0","2.7","68125","11724","58.0","2.7","67693","2552","80.4","3.2","76096","4468","11.9","2.3","32788","15419","7.7","2.5","47750","9308","2359","190","29122","4709","49.1","4.6","23556","1894","46.2","4.3","22819","2380","2.8","1.6","63375","23838","50.9","4.6","36528","4902","42.1","4.8","33162","5683","8.8","2.9","54900","18917","26.0","(X)","(X)","(X)","24.9","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US17041","Douglas County, Illinois","7618","163","51810","2087","97.8","0.5","51974","2183","0.1","0.1","-","**","0.1","0.2","49000","22341","0.4","0.2","(X)","(X)","0.0","0.4","-","**","1.2","0.4","55724","20162","0.4","0.3","35313","31885","6.1","0.7","41985","2101","93.0","0.8","53044","2448","5.8","1.2","30172","6087","30.5","1.8","55811","5391","37.0","1.4","63073","4875","26.7","1.3","39651","5173","5245","193","64795","2822","41.4","2.5","61509","3128","58.6","2.5","66580","2227","81.2","2.5","69153","4489","11.8","1.7","27679","6236","7.1","1.9","45677","8139","2373","197","29886","5184","55.5","4.6","26667","5027","48.0","5.0","25133","3796","7.5","3.1","55000","21770","44.5","4.6","32099","4542","35.3","4.2","30000","5785","9.2","3.4","58036","36741","24.9","(X)","(X)","(X)","26.3","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"0500000US17043","DuPage County, Illinois","338083","1327","79658","899","82.8","0.3","81187","725","4.8","0.2","51329","3731","0.2","0.1","55500","16095","9.0","0.2","95020","3852","0.0","0.1","72679","14553","1.8","0.1","57335","7349","1.3","0.1","63298","7849","9.6","0.2","58347","2540","75.3","0.3","83519","814","2.2","0.2","39038","4254","32.7","0.3","81661","1045","43.8","0.3","97220","1367","21.4","0.2","50809","1087","239546","1594","96751","865","45.2","0.4","100618","1465","54.8","0.4","94339","1620","81.8","0.5","107974","1024","13.0","0.4","50040","1667","5.2","0.3","64752","3313","98537","1601","44721","990","56.5","0.9","39221","1186","49.2","0.9","35408","1082","7.3","0.5","78327","7246","43.5","0.9","53016","1314","35.1","0.9","47824","1996","8.4","0.6","78169","5016","31.0","(X)","(X)","(X)","31.7","(X)","(X)","(X)","28.0","(X)","(X)","(X)",
"0500000US17045","Edgar County, Illinois","7716","219","45691","2266","99.4","0.3","45755","2272","0.1","0.1","-","**","0.1","0.1","-","**","0.2","0.1","60625","35162","0.0","0.4","-","**","0.0","0.4","-","**","0.2","0.2","19531","13053","0.7","0.1","(X)","(X)","98.9","0.3","45691","2278","5.5","1.5","(X)","(X)","27.0","1.5","(X)","(X)","38.6","1.5","(X)","(X)","29.0","1.5","(X)","(X)","5428","220","53981","3786","37.5","3.1","49125","4296","62.5","3.1","57140","4894","74.4","3.2","65280","4096","17.0","3.2","25104","5749","8.5","2.7","34231","6278","2288","208","21059","3910","55.7","4.7","18979","1792","50.7","4.7","18244","1836","5.0","2.8","51615","17874","44.3","4.7","27034","7300","38.1","4.8","22813","7772","6.2","2.8","37386","18999","25.7","(X)","(X)","(X)","27.6","(X)","(X)","(X)","21.0","(X)","(X)","(X)",
"0500000US17047","Edwards County, Illinois","2785","74","44497","2264","98.9","0.7","44549","2315","0.0","1.0","-","**","0.0","1.0","-","**","0.1","0.1","(X)","(X)","0.0","1.0","-","**","0.0","1.0","-","**","0.9","0.7","(X)","(X)","0.8","0.7","2,500-","***","98.3","1.0","44755","2313","3.1","1.1","31806","2238","26.6","1.8","57831","5859","40.9","2.0","47039","3975","29.4","2.2","27232","6070","1808","112","54894","4344","41.5","3.1","52159","9206","58.5","3.1","57831","6437","80.4","3.5","62149","3263","12.9","3.1","25000","11469","6.6","2.7","38056","9607","977","105","23424","2309","59.5","4.5","(X)","(X)","54.2","4.8","(X)","(X)","5.2","2.6","(X)","(X)","40.5","4.5","(X)","(X)","34.3","4.4","(X)","(X)","6.2","3.6","(X)","(X)","31.9","(X)","(X)","(X)","30.6","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0500000US17049","Effingham County, Illinois","13330","229","52224","2392","99.0","0.3","52243","2345","0.1","0.1","-","**","0.1","0.1","-","**","0.3","0.2","65435","6590","0.0","0.2","-","**","0.2","0.1","(X)","(X)","0.3","0.2","(X)","(X)","0.8","0.3","48125","15841","98.4","0.4","52287","2406","3.5","0.9","44954","6860","29.4","1.2","59653","4057","39.3","1.2","64954","3794","27.7","1.1","32813","3352","8952","279","66123","1995","42.3","2.0","64159","2586","57.7","2.0","68027","3273","80.4","2.3","72798","3052","12.8","1.8","25111","2156","6.8","1.5","56250","10176","4378","251","26896","2781","54.7","3.8","23057","2426","49.5","3.4","21957","1860","5.2","1.5","50625","11531","45.3","3.8","34907","3608","36.6","3.5","30233","5169","8.7","3.1","52357","6287","31.2","(X)","(X)","(X)","30.5","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"0500000US17051","Fayette County, Illinois","7761","192","43944","2186","97.6","1.4","44007","2017","0.0","0.4","-","**","0.2","0.2","-","**","0.7","0.9","-","**","0.0","0.4","-","**","0.0","0.4","-","**","1.6","1.3","(X)","(X)","0.3","0.4","(X)","(X)","97.3","1.4","44112","2004","2.5","0.7","26310","7487","28.4","1.5","45278","5834","41.1","1.6","53012","4591","28.0","1.5","32352","4251","5362","183","51045","3924","35.7","2.6","47679","6006","64.3","2.6","52627","4130","79.6","2.8","57535","4505","12.0","2.0","30313","8642","8.4","2.1","40288","9043","2399","208","26141","4100","47.9","5.5","19861","2365","45.1","5.8","19531","2076","2.8","1.1","43750","29437","52.1","5.5","38295","9705","43.8","5.3","33060","8542","8.3","2.8","45764","3959","39.4","(X)","(X)","(X)","41.3","(X)","(X)","(X)","33.6","(X)","(X)","(X)",
"0500000US17053","Ford County, Illinois","5626","141","49947","2078","98.0","0.5","49681","2070","0.4","0.4","88077","64214","0.8","0.4","55089","29618","0.3","0.2","(X)","(X)","0.1","0.2","-","**","0.0","0.5","-","**","0.4","0.3","78125","26608","2.1","0.5","43452","16090","95.9","0.8","49854","2024","2.2","1.0","20069","2300","30.2","1.4","54353","6248","38.7","1.5","65087","6178","28.9","1.8","36806","5765","3602","180","60965","3453","41.4","3.0","60396","11259","58.6","3.0","61354","3629","81.1","3.3","66270","4948","13.9","3.1","29500","18105","4.9","1.6","49250","10495","2024","171","29714","5968","52.2","4.3","23997","2619","45.5","4.0","22549","3994","6.7","3.1","41250","10718","47.8","4.3","37401","7381","40.2","4.3","32560","9779","7.6","2.4","65000","11950","30.8","(X)","(X)","(X)","27.4","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"0500000US17055","Franklin County, Illinois","16257","272","39512","1552","98.4","0.3","39761","1517","0.2","0.1","41042","10313","0.1","0.1","19191","6291","0.2","0.1","31875","25340","0.0","0.2","-","**","0.1","0.1","51429","1674","1.0","0.3","19946","7743","0.7","0.3","33125","18068","97.9","0.4","39793","1504","4.1","0.7","19636","3505","26.8","1.0","51625","5243","37.6","1.0","49048","2797","31.5","1.0","30910","1770","10215","315","51873","2264","38.8","1.8","44880","6676","61.2","1.8","53575","2619","75.2","2.0","59474","2399","18.2","1.7","22348","1734","6.6","1.2","38750","12985","6042","302","22254","1957","53.0","2.4","(X)","(X)","48.7","2.4","(X)","(X)","4.4","1.2","(X)","(X)","47.0","2.4","(X)","(X)","40.3","2.4","(X)","(X)","6.7","1.6","(X)","(X)","33.0","(X)","(X)","(X)","31.5","(X)","(X)","(X)","33.2","(X)","(X)","(X)",
"0500000US17057","Fulton County, Illinois","14375","245","46083","1993","98.5","0.7","45967","1961","0.4","0.5","(X)","(X)","0.0","0.1","-","**","0.2","0.2","21250","774","0.0","0.2","-","**","0.1","0.1","-","**","0.8","0.6","61763","22720","0.6","0.2","(X)","(X)","98.0","0.7","46129","2020","3.3","0.8","25529","3418","28.1","1.1","52914","2623","38.9","1.2","59063","5085","29.7","0.9","33276","2805","9427","297","56608","2785","38.0","1.9","52560","4599","62.0","1.9","58995","2908","76.7","2.4","64735","2713","15.5","2.0","26278","4326","7.8","1.5","34316","2872","4948","313","25644","1819","57.5","2.8","21195","924","49.0","2.9","19963","1123","8.4","2.1","33359","11217","42.5","2.8","33958","3385","35.1","3.2","31015","2593","7.4","1.9","50270","6871","27.3","(X)","(X)","(X)","27.5","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"0500000US17059","Gallatin County, Illinois","2408","79","39636","4202","97.6","0.8","40133","4370","0.6","0.6","-","**","1.1","0.5","(X)","(X)","0.0","1.1","-","**","0.0","1.1","-","**","0.0","0.2","-","**","0.7","0.5","16667","10662","0.0","1.1","-","**","97.6","0.8","40133","4370","3.4","1.3","21765","10487","26.4","2.0","45607","8570","34.6","2.0","46184","5698","35.7","2.1","30801","4915","1588","99","48868","3754","34.3","3.8","45917","17781","65.7","3.8","49464","3343","75.1","4.6","59911","6252","19.6","3.9","23409","2139","5.2","2.3","39896","21704","820","86","19767","2940","53.5","6.1","(X)","(X)","47.9","5.6","(X)","(X)","5.6","3.0","(X)","(X)","46.5","6.1","(X)","(X)","42.4","5.7","(X)","(X)","4.0","2.1","(X)","(X)","31.8","(X)","(X)","(X)","34.6","(X)","(X)","(X)","24.5","(X)","(X)","(X)",
"0500000US17061","Greene County, Illinois","5458","136","42565","2439","99.0","0.5","42773","2401","0.0","0.1","-","**","0.1","0.2","(X)","(X)","0.1","0.1","-","**","0.0","0.5","-","**","0.3","0.4","-","**","0.4","0.3","40417","17446","0.6","0.7","-","**","98.7","0.8","42878","2317","2.9","0.9","33393","16714","26.5","1.4","49375","8150","40.9","1.5","51313","2994","29.6","1.4","28238","1914","3601","152","51327","3341","38.4","2.6","51188","9978","61.6","2.6","51364","2802","75.8","3.3","61079","2469","15.8","2.9","20030","2521","8.4","1.9","40078","8236","1857","154","25735","1887","51.5","3.8","21759","2562","43.6","3.9","19958","2357","7.9","2.7","39500","10826","48.5","3.8","31086","4091","41.5","4.1","28182","4029","7.1","2.1","55096","14514","33.6","(X)","(X)","(X)","34.1","(X)","(X)","(X)","32.4","(X)","(X)","(X)",
"0500000US17063","Grundy County, Illinois","18492","301","65887","3181","96.4","0.8","67212","3752","1.4","0.6","30743","13573","0.1","0.1","-","**","0.4","0.3","(X)","(X)","0.0","0.1","-","**","1.4","0.5","65964","14307","0.3","0.2","41384","1706","5.2","0.8","56676","6373","92.6","0.9","68270","3817","2.0","0.7","45046","22921","35.3","1.4","72089","9442","40.8","1.6","80758","3418","21.8","0.9","42532","4062","13475","436","80183","2956","46.3","1.8","79621","5603","53.7","1.8","80536","3579","77.9","2.5","88457","5280","16.0","2.2","40493","10149","6.1","1.3","51466","11845","5017","453","31797","3571","49.2","3.6","27365","2996","42.7","3.6","26654","2958","6.6","2.0","47000","31098","50.8","3.6","40360","5608","42.9","3.8","32500","10267","7.9","2.4","88750","17154","30.2","(X)","(X)","(X)","30.7","(X)","(X)","(X)","25.9","(X)","(X)","(X)",
"0500000US17065","Hamilton County, Illinois","3473","137","44159","8254","100.0","0.8","44159","8254","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.0","0.8","-","**","0.1","0.2","-","**","99.9","0.2","44273","8296","4.8","1.8","51131","6473","28.8","2.6","62289","3863","34.1","2.5","53155","9849","32.3","2.2","24473","3595","2324","153","59920","4090","40.2","5.4","65033","9792","59.8","5.4","52075","5791","86.9","3.7","(X)","(X)","10.3","3.2","(X)","(X)","2.8","1.9","(X)","(X)","1149","152","21472","3463","47.7","6.9","(X)","(X)","42.8","6.2","(X)","(X)","4.9","3.8","(X)","(X)","52.3","6.9","(X)","(X)","41.3","6.5","(X)","(X)","11.1","5.0","(X)","(X)","30.7","(X)","(X)","(X)","32.6","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
"0500000US17067","Hancock County, Illinois","7862","151","47699","2679","98.8","0.3","48171","2835","0.1","0.1","-","**","0.1","0.1","26250","13756","0.2","0.2","40250","13363","0.0","0.3","-","**","0.0","0.3","-","**","0.7","0.2","31016","2346","0.4","0.4","(X)","(X)","98.4","0.4","48187","2873","3.2","0.8","26458","5816","25.5","1.2","53512","2748","38.8","1.5","52888","2493","32.4","1.4","39043","2524","5404","187","56954","3391","34.7","2.2","55032","4538","65.3","2.2","58345","5268","81.3","2.2","62943","3970","12.0","1.7","25250","6686","6.7","1.5","50000","11153","2458","156","26717","1547","51.3","3.9","(X)","(X)","48.0","3.8","(X)","(X)","3.3","1.3","(X)","(X)","48.7","3.9","(X)","(X)","40.5","4.3","(X)","(X)","8.2","2.8","(X)","(X)","30.2","(X)","(X)","(X)","32.8","(X)","(X)","(X)","23.8","(X)","(X)","(X)",
"0500000US17069","Hardin County, Illinois","1677","97","38838","4037","97.3","1.5","38596","4244","0.0","1.6","-","**","0.3","0.4","-","**","1.1","1.0","91250","48869","0.0","1.6","-","**","0.3","0.3","-","**","1.0","1.0","(X)","(X)","0.4","0.3","-","**","97.3","1.5","38575","4271","1.3","1.0","13750","2620","22.1","3.6","45875","11536","43.0","4.1","45139","4976","33.6","3.4","27241","3599","1076","90","51554","6078","31.3","5.6","68438","18153","68.7","5.6","47083","8354","80.3","4.9","57448","14151","13.9","4.0","22553","8088","5.8","2.7","39219","14931","601","86","17366","3106","48.3","6.8","13750","1908","45.8","6.7","13272","1923","2.5","2.3","67656","52673","51.7","6.8","25859","9063","44.1","7.0","21042","9413","7.7","4.5","41389","12351","29.6","(X)","(X)","(X)","28.3","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"0500000US17071","Henderson County, Illinois","3094","118","47672","4577","98.9","0.7","47672","4639","0.0","0.9","-","**","0.1","0.1","-","**","0.2","0.3","-","**","0.0","0.9","-","**","0.0","0.1","-","**","0.8","0.7","(X)","(X)","0.7","0.4","(X)","(X)","98.3","0.8","47672","4627","3.1","1.4","31250","25954","23.0","1.7","61000","7761","41.5","1.6","57246","4285","32.3","1.4","31607","3040","2103","138","56482","3423","39.7","3.5","51667","8239","60.3","3.5","57750","3276","77.7","3.7","62670","6130","15.7","3.4","26979","7834","6.6","2.4","42262","5352","991","122","27231","2876","48.5","5.5","23606","3398","44.3","5.6","21779","3530","4.2","2.5","44205","6380","51.5","5.5","36161","5374","42.7","5.4","32243","6577","8.8","4.1","88125","60603","34.7","(X)","(X)","(X)","35.9","(X)","(X)","(X)","30.5","(X)","(X)","(X)",
"0500000US17073","Henry County, Illinois","20170","336","53480","1445","96.7","0.7","54257","1505","0.9","0.3","17679","7237","0.0","0.1","-","**","0.3","0.1","56544","41259","0.0","0.1","-","**","1.5","0.6","37621","27708","0.5","0.3","(X)","(X)","3.6","0.6","38589","10590","94.8","0.6","54422","1516","3.6","0.7","26066","3613","27.2","1.0","62514","3974","40.0","1.1","64167","4846","29.2","0.9","36355","2235","13743","316","66255","2835","38.7","1.7","66995","5091","61.3","1.7","65846","3489","81.3","1.8","74981","3633","13.1","1.6","28359","3597","5.6","1.2","49813","11361","6427","406","30055","1960","50.7","2.5","(X)","(X)","45.1","2.7","(X)","(X)","5.6","1.8","(X)","(X)","49.3","2.5","(X)","(X)","40.0","2.8","(X)","(X)","9.3","2.1","(X)","(X)","25.5","(X)","(X)","(X)","25.0","(X)","(X)","(X)","26.1","(X)","(X)","(X)",
